cyear,ccode,scode,country,year,flag,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prior,emonth,eday,eyear,eprec,interim,bmonth,bday,byear,bprec,post,change,d4,sf,regtrans
931949,93,NIC,Nicaragua,1949,0,,0,8,-8,-8,13,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
3851949,385,NOR,Norway,1949,0,,10,0,10,10,4,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101949,210,NTH,Netherlands,1949,0,,10,0,10,10,4,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981949,698,OMA,Oman,1949,0,,0,6,-6,-6,,3,1,1,1,2,0,1,1,5,,,,,,,,,,,,,,,
951949,95,PAN,Panama,1949,0,,1,2,-1,-1,46,2,1,4,4,2,0,3,4,5,-3,11,20,1949,1,,11,21,1949,1,-1,2,1,,0
1501949,150,PAR,Paraguay,1949,0,,1,6,-5,-5,2,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
1351949,135,PER,Peru,1949,0,,0,6,-6,-6,1,1,0,0,1,4,2,4,1,2,,,,,,,,,,,,,,,
8401949,840,PHI,Philippines,1949,0,,4,2,2,2,5,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
7691949,769,PKS,Pakistan,1949,0,,4,0,4,4,0,2,2,4,4,2,3,7,4,7,,9,11,1948,2,4,,,,,,0,,,3
2901949,290,POL,Poland,1949,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351949,235,POR,Portugal,1949,0,,0,9,-9,-9,19,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7311949,731,PRK,Korea North,1949,0,,0,7,-7,-7,1,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7321949,732,ROK,Korea South,1949,0,,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
3601949,360,RUM,Romania,1949,0,,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5601949,560,SAF,South Africa,1949,0,,7,3,4,4,39,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921949,92,SAL,El Salvador,1949,0,,-88,-88,-88,-7,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,,,,,-88,,,,,,0,,,0
6701949,670,SAU,Saudi Arabia,1949,0,,0,10,-10,-10,23,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
2301949,230,SPN,Spain,1949,0,,0,7,-7,-7,10,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801949,780,SRI,Sri Lanka,1949,0,,7,0,7,7,1,3,3,4,7,1,0,8,7,4,,,,,,,,,,,,,,,
3801949,380,SWD,Sweden,1949,0,,10,0,10,10,32,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251949,225,SWZ,Switzerland,1949,0,,10,0,10,10,101,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521949,652,SYR,Syria,1949,0,,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1,5,12,19,1949,1,,12,20,1949,1,-7,-12,1,,-2
7131949,713,TAW,Taiwan,1949,0,,0,8,-8,-8,0,2,1,4,2,4,1,3,2,1,,,,,,,10,1,1949,1,-8,99,1,,99
8001949,800,THI,Thailand,1949,0,,1,4,-3,-3,6,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6401949,640,TUR,Turkey,1949,0,,7,0,7,7,3,2,2,4,6,2,4,7,6,9,,,,,,,,,,,,,,,
2001949,200,UKG,United Kingdom,1949,0,,10,0,10,10,69,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651949,165,URU,Uruguay,1949,0,,3,3,0,0,15,2,1,4,3,5,5,3,3,10,,,,,,,,,,,,,,,
21949,2,USA,United States,1949,0,,10,0,10,10,140,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641949,364,USR,USSR,1949,0,,0,9,-9,-9,27,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1011949,101,VEN,Venezuela,1949,0,,1,4,-3,-3,12,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6781949,678,YAR,Yemen North,1949,0,,1,7,-6,-6,1,3,1,1,1,3,3,1,1,6,,,,,,,,,,,,,,,
3451949,345,YUG,Yugoslavia,1949,0,,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7001950,700,AFG,Afghanistan,1950,0,,0,10,-10,-10,,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
3391950,339,ALB,Albania,1950,0,,0,9,-9,-9,3,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1601950,160,ARG,Argentina,1950,0,,0,9,-9,-9,2,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
9001950,900,AUL,Australia,1950,0,,10,0,10,10,49,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051950,305,AUS,Austria,1950,0,,10,0,10,10,4,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2111950,211,BEL,Belgium,1950,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7601950,760,BHU,Bhutan,1950,0,,0,10,-10,-10,43,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
1451950,145,BOL,Bolivia,1950,0,,1,6,-5,-5,14,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
1401950,140,BRA,Brazil,1950,0,,6,1,5,5,4,3,3,4,5,3,3,8,5,6,,,,,,,,,,,,,,,
3551950,355,BUL,Bulgaria,1950,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
201950,20,CAN,Canada,1950,0,,10,0,10,10,62,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1551950,155,CHL,Chile,1950,0,,3,1,2,2,15,2,2,4,3,2,3,7,3,7,,,,,,,,,,,,,,,
7101950,710,CHN,China,1950,0,,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001950,100,COL,Colombia,1950,0,,1,6,-5,-5,2,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
941950,94,COS,Costa Rica,1950,0,,10,0,10,10,31,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401950,40,CUB,Cuba,1950,0,,4,1,3,3,33,3,3,4,3,2,3,8,3,7,,,,,,,,,,,,,,,
3151950,315,CZE,Czechoslovakia,1950,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901950,390,DEN,Denmark,1950,0,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
421950,42,DOM,Dominican Rep,1950,0,,0,9,-9,-9,18,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1301950,130,ECU,Ecuador,1950,0,,4,2,2,2,2,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
6511950,651,EGY,Egypt,1950,0,,5,4,1,1,16,3,1,1,7,3,3,1,7,6,,,,,,,,,,,,,,,
5301950,530,ETH,Ethiopia,1950,0,,0,9,-9,-9,4,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
3751950,375,FIN,Finland,1950,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2201950,220,FRN,France,1950,0,,10,0,10,10,4,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2651950,265,GDR,Germany East,1950,0,,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1,-7,2,8,1950,1,,2,9,1950,1,-8,-1,1,,0
2601950,260,GFR,Germany West,1950,0,,10,0,10,10,1,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3501950,350,GRC,Greece,1950,0,,7,3,4,4,1,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
901950,90,GUA,Guatemala,1950,0,,4,2,2,2,0,3,3,4,3,3,3,8,3,6,5,12,10,1950,1,,12,11,1950,1,2,-3,1,,-1
411950,41,HAI,Haiti,1950,0,,0,5,-5,-5,0,2,1,4,1,1,0,3,1,4,0,1,11,1946,1,-88,5,11,1950,1,-5,-5,1,,-1
911950,91,HON,Honduras,1950,0,,1,4,-3,-3,14,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
3101950,310,HUN,Hungary,1950,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501950,750,IND,India,1950,0,,9,0,9,9,0,3,3,4,7,2,4,8,7,9,,,,,,,1,26,1950,1,9,99,1,,99
8501950,850,INS,Indonesia,1950,0,,3,3,0,0,0,2,1,4,5,3,3,3,5,6,3,8,15,1950,1,,8,16,1950,1,0,-3,1,,-1
2051950,205,IRE,Ireland,1950,0,,8,0,8,8,29,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6301950,630,IRN,Iran,1950,0,,3,4,-1,-1,9,3,1,2,5,3,3,2,5,6,,,,,,,,,,,,,,,
6451950,645,IRQ,Iraq,1950,0,,1,5,-4,-4,26,3,1,2,3,3,3,2,3,6,,,,,,,,,,,,,,,
6661950,666,ISR,Israel,1950,0,,10,0,10,10,2,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3251950,325,ITA,Italy,1950,0,,10,0,10,10,2,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631950,663,JOR,Jordan,1950,0,,0,10,-10,-10,4,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7401950,740,JPN,Japan,1950,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
4501950,450,LBR,Liberia,1950,0,,0,6,-6,-6,66,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6601950,660,LEB,Lebanon,1950,0,,4,2,2,2,7,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
2121950,212,LUX,Luxembourg,1950,,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
701950,70,MEX,Mexico,1950,0,,0,6,-6,-6,20,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
7121950,712,MON,Mongolia,1950,0,,0,9,-9,-9,26,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7751950,775,MYA,Myanmar (Burma),1950,0,,8,0,8,8,2,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
7901950,790,NEP,Nepal,1950,0,,0,5,-5,-5,104,1,0,0,1,3,2,4,1,3,,,,,,,,,,,,,,,
9201950,920,NEW,New Zealand,1950,0,,10,0,10,10,73,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
931950,93,NIC,Nicaragua,1950,0,,0,8,-8,-8,14,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
3851950,385,NOR,Norway,1950,0,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101950,210,NTH,Netherlands,1950,0,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981950,698,OMA,Oman,1950,0,,0,6,-6,-6,,3,1,1,1,2,0,1,1,5,,,,,,,,,,,,,,,
951950,95,PAN,Panama,1950,0,,1,2,-1,-1,47,2,1,4,4,2,0,3,4,5,,,,,,,,,,,,,,,
1501950,150,PAR,Paraguay,1950,0,,1,6,-5,-5,3,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
1351950,135,PER,Peru,1950,0,,1,3,-2,-2,0,2,0,0,2,3,3,5,2,6,-6,7,28,1950,1,,7,29,1950,1,4,-2,1,,1
8401950,840,PHI,Philippines,1950,0,,6,1,5,5,0,3,3,4,5,3,3,8,5,6,2,6,30,1950,4,,7,1,1950,4,5,3,1,,1
7691950,769,PKS,Pakistan,1950,0,,4,0,4,4,0,2,2,4,4,2,3,7,4,7,,,,,,4,,,,,,0,,,3
2901950,290,POL,Poland,1950,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351950,235,POR,Portugal,1950,0,,0,9,-9,-9,20,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7311950,731,PRK,Korea North,1950,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7321950,732,ROK,Korea South,1950,0,,1,4,-3,-3,2,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
3601950,360,RUM,Romania,1950,0,,0,7,-7,-7,1,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5601950,560,SAF,South Africa,1950,0,,7,3,4,4,40,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921950,92,SAL,El Salvador,1950,0,,0,6,-6,-6,0,2,1,4,3,4,2,3,3,2,-8,12,14,1948,1,-88,3,27,1950,1,-6,2,1,,0
6701950,670,SAU,Saudi Arabia,1950,0,,0,10,-10,-10,24,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
2301950,230,SPN,Spain,1950,0,,0,7,-7,-7,11,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801950,780,SRI,Sri Lanka,1950,0,,7,0,7,7,2,3,3,4,7,1,0,8,7,4,,,,,,,,,,,,,,,
3801950,380,SWD,Sweden,1950,0,,10,0,10,10,33,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251950,225,SWZ,Switzerland,1950,0,,10,0,10,10,102,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521950,652,SYR,Syria,1950,0,,5,3,2,2,0,2,1,4,7,3,3,3,7,6,-7,9,5,1950,1,,9,6,1950,1,2,9,1,,3
7131950,713,TAW,Taiwan,1950,0,,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
8001950,800,THI,Thailand,1950,0,,1,4,-3,-3,7,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6401950,640,TUR,Turkey,1950,0,,7,0,7,7,4,2,2,4,6,2,4,7,6,9,,,,,,,,,,,,,,,
2001950,200,UKG,United Kingdom,1950,0,,10,0,10,10,70,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651950,165,URU,Uruguay,1950,0,,3,3,0,0,16,2,1,4,3,5,5,3,3,10,,,,,,,,,,,,,,,
21950,2,USA,United States,1950,0,,10,0,10,10,141,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641950,364,USR,USSR,1950,0,,0,9,-9,-9,28,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1011950,101,VEN,Venezuela,1950,0,,1,4,-3,-3,13,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6781950,678,YAR,Yemen North,1950,0,,1,7,-6,-6,2,3,1,1,1,3,3,1,1,6,,,,,,,,,,,,,,,
3451950,345,YUG,Yugoslavia,1950,0,,0,7,-7,-7,5,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7001951,700,AFG,Afghanistan,1951,0,,0,10,-10,-10,,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
3391951,339,ALB,Albania,1951,0,,0,9,-9,-9,4,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1601951,160,ARG,Argentina,1951,0,,0,9,-9,-9,3,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
9001951,900,AUL,Australia,1951,0,,10,0,10,10,50,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051951,305,AUS,Austria,1951,0,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2111951,211,BEL,Belgium,1951,0,,10,0,10,10,7,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7601951,760,BHU,Bhutan,1951,0,,0,10,-10,-10,44,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
1451951,145,BOL,Bolivia,1951,0,,1,6,-5,-5,15,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
1401951,140,BRA,Brazil,1951,0,,6,1,5,5,5,3,3,4,5,3,3,8,5,6,,,,,,,,,,,,,,,
3551951,355,BUL,Bulgaria,1951,0,,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
201951,20,CAN,Canada,1951,0,,10,0,10,10,63,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1551951,155,CHL,Chile,1951,0,,3,1,2,2,16,2,2,4,3,2,3,7,3,7,,,,,,,,,,,,,,,
7101951,710,CHN,China,1951,0,,0,8,-8,-8,2,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001951,100,COL,Colombia,1951,0,,1,6,-5,-5,3,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
941951,94,COS,Costa Rica,1951,0,,10,0,10,10,32,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401951,40,CUB,Cuba,1951,0,,4,1,3,3,34,3,3,4,3,2,3,8,3,7,,,,,,,,,,,,,,,
3151951,315,CZE,Czechoslovakia,1951,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901951,390,DEN,Denmark,1951,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
421951,42,DOM,Dominican Rep,1951,0,,0,9,-9,-9,19,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1301951,130,ECU,Ecuador,1951,0,,4,2,2,2,3,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
6511951,651,EGY,Egypt,1951,0,,5,4,1,1,17,3,1,1,7,3,3,1,7,6,,,,,,,,,,,,,,,
5301951,530,ETH,Ethiopia,1951,0,,0,9,-9,-9,5,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
3751951,375,FIN,Finland,1951,0,,10,0,10,10,7,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2201951,220,FRN,France,1951,0,,10,0,10,10,5,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2651951,265,GDR,Germany East,1951,0,,0,8,-8,-8,2,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
2601951,260,GFR,Germany West,1951,0,,10,0,10,10,2,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3501951,350,GRC,Greece,1951,0,,7,3,4,4,2,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
901951,90,GUA,Guatemala,1951,0,,4,2,2,2,1,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
411951,41,HAI,Haiti,1951,0,,0,5,-5,-5,1,2,1,4,1,2,0,3,1,5,,,,,,,,,,,,,,,
911951,91,HON,Honduras,1951,0,,1,4,-3,-3,15,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
3101951,310,HUN,Hungary,1951,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501951,750,IND,India,1951,0,,9,0,9,9,1,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8501951,850,INS,Indonesia,1951,0,,3,3,0,0,1,2,1,4,5,3,3,3,5,6,,,,,,,,,,,,,,,
2051951,205,IRE,Ireland,1951,0,,8,0,8,8,30,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6301951,630,IRN,Iran,1951,0,,3,4,-1,-1,10,3,1,2,5,3,3,2,5,6,,,,,,,,,,,,,,,
6451951,645,IRQ,Iraq,1951,0,,1,5,-4,-4,27,3,1,2,3,3,3,2,3,6,,,,,,,,,,,,,,,
6661951,666,ISR,Israel,1951,0,,10,0,10,10,3,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3251951,325,ITA,Italy,1951,0,,10,0,10,10,3,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631951,663,JOR,Jordan,1951,0,,1,5,-4,-4,0,3,1,2,3,3,3,2,3,6,-10,6,30,1951,4,-4,,,,,,0,,,1
7401951,740,JPN,Japan,1951,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
4501951,450,LBR,Liberia,1951,0,,0,6,-6,-6,67,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6601951,660,LEB,Lebanon,1951,0,,4,2,2,2,8,3,3,4,3,3,3,8,3,6,,,,,,,,,,,,,,,
6201951,620,LIB,Libya,1951,0,,0,7,-7,-7,0,3,1,2,3,4,2,2,3,2,,,,,,,12,24,1951,1,-7,99,1,,99
2121951,212,LUX,Luxembourg,1951,,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
701951,70,MEX,Mexico,1951,0,,0,6,-6,-6,21,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
7121951,712,MON,Mongolia,1951,0,,0,9,-9,-9,27,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7751951,775,MYA,Myanmar (Burma),1951,0,,8,0,8,8,3,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
7901951,790,NEP,Nepal,1951,0,,0,7,-7,-7,105,3,1,1,2,3,2,1,2,3,-5,2,12,1951,1,,2,13,1951,1,-7,-2,1,,0
9201951,920,NEW,New Zealand,1951,0,,10,0,10,10,74,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
931951,93,NIC,Nicaragua,1951,0,,0,8,-8,-8,15,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
3851951,385,NOR,Norway,1951,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101951,210,NTH,Netherlands,1951,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981951,698,OMA,Oman,1951,0,,0,6,-6,-6,,3,1,1,1,2,0,1,1,5,,,,,,,,,,,,,,,
951951,95,PAN,Panama,1951,0,,1,2,-1,-1,48,2,1,4,4,2,0,3,4,5,,,,,,,,,,,,,,,
1501951,150,PAR,Paraguay,1951,0,,1,6,-5,-5,4,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
1351951,135,PER,Peru,1951,0,,1,3,-2,-2,1,2,0,0,2,3,3,5,2,6,,,,,,,,,,,,,,,
8401951,840,PHI,Philippines,1951,0,,6,1,5,5,1,3,3,4,5,3,3,8,5,6,,,,,,,,,,,,,,,
7691951,769,PKS,Pakistan,1951,0,,5,0,5,5,0,2,2,4,5,2,3,7,5,7,-4,9,11,1948,2,4,10,17,1951,1,5,9,1,,3
2901951,290,POL,Poland,1951,0,,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351951,235,POR,Portugal,1951,0,,0,9,-9,-9,21,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7311951,731,PRK,Korea North,1951,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7321951,732,ROK,Korea South,1951,0,,1,4,-3,-3,3,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
3601951,360,RUM,Romania,1951,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5601951,560,SAF,South Africa,1951,0,,7,3,4,4,41,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921951,92,SAL,El Salvador,1951,0,,0,6,-6,-6,1,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6701951,670,SAU,Saudi Arabia,1951,0,,0,10,-10,-10,25,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
2301951,230,SPN,Spain,1951,0,,0,7,-7,-7,12,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801951,780,SRI,Sri Lanka,1951,0,,7,0,7,7,3,3,3,4,7,1,0,8,7,4,,,,,,,,,,,,,,,
3801951,380,SWD,Sweden,1951,0,,10,0,10,10,34,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251951,225,SWZ,Switzerland,1951,0,,10,0,10,10,103,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521951,652,SYR,Syria,1951,0,,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1,2,11,28,1951,1,,11,29,1951,1,-7,-9,1,,-2
7131951,713,TAW,Taiwan,1951,0,,0,8,-8,-8,2,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
8001951,800,THI,Thailand,1951,0,,1,4,-3,-3,8,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6401951,640,TUR,Turkey,1951,0,,7,0,7,7,5,2,2,4,6,2,4,7,6,9,,,,,,,,,,,,,,,
2001951,200,UKG,United Kingdom,1951,0,,10,0,10,10,71,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651951,165,URU,Uruguay,1951,0,,3,3,0,0,17,2,1,4,3,5,5,3,3,10,,,,,,,,,,,,,,,
21951,2,USA,United States,1951,0,,10,0,10,10,142,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641951,364,USR,USSR,1951,0,,0,9,-9,-9,29,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1011951,101,VEN,Venezuela,1951,0,,1,4,-3,-3,14,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
6781951,678,YAR,Yemen North,1951,0,,1,7,-6,-6,3,3,1,1,1,3,3,1,1,6,,,,,,,,,,,,,,,
3451951,345,YUG,Yugoslavia,1951,0,,-88,-88,-88,-7,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-7,6,30,1951,4,-88,,,,,,0,,,0
7001952,700,AFG,Afghanistan,1952,0,,0,10,-10,-10,,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
3391952,339,ALB,Albania,1952,0,,0,9,-9,-9,5,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1601952,160,ARG,Argentina,1952,0,,0,9,-9,-9,4,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
9001952,900,AUL,Australia,1952,0,,10,0,10,10,51,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051952,305,AUS,Austria,1952,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2111952,211,BEL,Belgium,1952,0,,10,0,10,10,8,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
7601952,760,BHU,Bhutan,1952,0,,0,10,-10,-10,45,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
1451952,145,BOL,Bolivia,1952,0,,-88,-88,-88,-4,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-5,4,9,1952,1,-88,,,,,,0,,,0
1401952,140,BRA,Brazil,1952,0,,6,1,5,5,6,3,3,4,5,3,3,8,5,6,,,,,,,,,,,,,,,
3551952,355,BUL,Bulgaria,1952,0,,0,7,-7,-7,5,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
201952,20,CAN,Canada,1952,0,,10,0,10,10,64,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1551952,155,CHL,Chile,1952,0,,3,1,2,2,17,2,2,4,3,2,3,7,3,7,,,,,,,,,,,,,,,
7101952,710,CHN,China,1952,0,,0,8,-8,-8,3,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001952,100,COL,Colombia,1952,0,,1,6,-5,-5,4,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
